,week,inc,inc_low,inc_up,inc100,inc100_low,inc100_up,geo_insee,geo_name
0,202138,827,130.0,1524.0,15,3.0,27.0,44,GRAND EST
1,202138,632,0.0,1347.0,10,0.0,22.0,75,NOUVELLE-AQUITAINE
2,202138,1405,307.0,2503.0,17,4.0,30.0,84,AUVERGNE-RHONE-ALPES
3,202138,2363,857.0,3869.0,82,30.0,134.0,27,BOURGOGNE-FRANCHE-COMTE
4,202138,2201,1001.0,3401.0,64,29.0,99.0,53,BRETAGNE
5,202138,801,221.0,1381.0,30,8.0,52.0,24,CENTRE-VAL-DE-LOIRE
6,202138,37,0.0,117.0,11,0.0,34.0,94,CORSE
7,202138,3174,804.0,5544.0,26,7.0,45.0,11,ILE-DE-FRANCE
8,202138,1189,129.0,2249.0,20,2.0,38.0,76,OCCITANIE
9,202138,433,0.0,1134.0,7,0.0,19.0,32,HAUTS-DE-FRANCE
10,202138,0,0.0,0.0,0,0.0,0.0,28,NORMANDIE
11,202138,2013,506.0,3520.0,52,13.0,91.0,52,PAYS-DE-LA-LOIRE
12,202138,1227,0.0,2469.0,24,0.0,48.0,93,PROVENCE-ALPES-COTE-D-AZUR
13,202137,671,3.0,1339.0,12,0.0,24.0,44,GRAND EST
14,202137,391,0.0,917.0,6,0.0,15.0,75,NOUVELLE-AQUITAINE
15,202137,2086,801.0,3371.0,26,10.0,42.0,84,AUVERGNE-RHONE-ALPES
16,202137,0,0.0,0.0,0,0.0,0.0,27,BOURGOGNE-FRANCHE-COMTE
17,202137,1670,581.0,2759.0,49,17.0,81.0,53,BRETAGNE
18,202137,345,0.0,756.0,13,0.0,29.0,24,CENTRE-VAL-DE-LOIRE
19,202137,20,0.0,69.0,6,0.0,20.0,94,CORSE
20,202137,1820,0.0,3890.0,15,0.0,32.0,11,ILE-DE-FRANCE
21,202137,1659,599.0,2719.0,28,10.0,46.0,76,OCCITANIE
22,202137,293,0.0,867.0,5,0.0,14.0,32,HAUTS-DE-FRANCE
23,202137,83,0.0,264.0,2,0.0,7.0,28,NORMANDIE
24,202137,1528,451.0,2605.0,39,11.0,67.0,52,PAYS-DE-LA-LOIRE
25,202137,3523,1465.0,5581.0,69,29.0,109.0,93,PROVENCE-ALPES-COTE-D-AZUR
26,202136,366,0.0,815.0,6,0.0,14.0,44,GRAND EST
27,202136,279,0.0,712.0,5,0.0,12.0,75,NOUVELLE-AQUITAINE
28,202136,1105,286.0,1924.0,14,4.0,24.0,84,AUVERGNE-RHONE-ALPES
29,202136,264,0.0,714.0,9,0.0,25.0,27,BOURGOGNE-FRANCHE-COMTE
30,202136,1209,158.0,2260.0,35,4.0,66.0,53,BRETAGNE
31,202136,551,40.0,1062.0,21,2.0,40.0,24,CENTRE-VAL-DE-LOIRE
32,202136,20,0.0,71.0,6,0.0,21.0,94,CORSE
33,202136,2011,0.0,4129.0,16,0.0,33.0,11,ILE-DE-FRANCE
34,202136,2427,1144.0,3710.0,40,19.0,61.0,76,OCCITANIE
35,202136,132,0.0,462.0,2,0.0,7.0,32,HAUTS-DE-FRANCE
36,202136,62,0.0,221.0,2,0.0,7.0,28,NORMANDIE
37,202136,870,0.0,1822.0,22,0.0,47.0,52,PAYS-DE-LA-LOIRE
38,202136,1220,0.0,2450.0,24,0.0,48.0,93,PROVENCE-ALPES-COTE-D-AZUR
39,202135,1263,0.0,2607.0,22,0.0,46.0,44,GRAND EST
40,202135,496,0.0,1102.0,8,0.0,18.0,75,NOUVELLE-AQUITAINE
41,202135,861,125.0,1597.0,11,2.0,20.0,84,AUVERGNE-RHONE-ALPES
42,202135,468,0.0,1154.0,16,0.0,40.0,27,BOURGOGNE-FRANCHE-COMTE
43,202135,2322,818.0,3826.0,68,24.0,112.0,53,BRETAGNE
44,202135,273,0.0,607.0,10,0.0,23.0,24,CENTRE-VAL-DE-LOIRE
45,202135,16,0.0,77.0,5,0.0,23.0,94,CORSE
46,202135,1639,0.0,3507.0,13,0.0,28.0,11,ILE-DE-FRANCE
47,202135,875,121.0,1629.0,15,2.0,28.0,76,OCCITANIE
48,202135,1812,473.0,3151.0,30,8.0,52.0,32,HAUTS-DE-FRANCE
49,202135,0,0.0,0.0,0,0.0,0.0,28,NORMANDIE
50,202135,1009,137.0,1881.0,26,3.0,49.0,52,PAYS-DE-LA-LOIRE
51,202135,2122,466.0,3778.0,41,9.0,73.0,93,PROVENCE-ALPES-COTE-D-AZUR
52,202134,1641,0.0,3582.0,29,0.0,63.0,44,GRAND EST
53,202134,934,81.0,1787.0,15,1.0,29.0,75,NOUVELLE-AQUITAINE
54,202134,851,86.0,1616.0,10,1.0,19.0,84,AUVERGNE-RHONE-ALPES
55,202134,973,0.0,2130.0,34,0.0,74.0,27,BOURGOGNE-FRANCHE-COMTE
56,202134,2004,478.0,3530.0,59,14.0,104.0,53,BRETAGNE
57,202134,151,0.0,381.0,6,0.0,15.0,24,CENTRE-VAL-DE-LOIRE
58,202134,0,0.0,0.0,0,0.0,0.0,94,CORSE
59,202134,1568,367.0,2769.0,13,3.0,23.0,11,ILE-DE-FRANCE
60,202134,1368,350.0,2386.0,23,6.0,40.0,76,OCCITANIE
61,202134,398,0.0,1073.0,7,0.0,18.0,32,HAUTS-DE-FRANCE
62,202134,0,0.0,0.0,0,0.0,0.0,28,NORMANDIE
63,202134,1073,89.0,2057.0,28,3.0,53.0,52,PAYS-DE-LA-LOIRE
64,202134,2559,53.0,5065.0,50,1.0,99.0,93,PROVENCE-ALPES-COTE-D-AZUR
65,202133,749,0.0,1763.0,13,0.0,31.0,44,GRAND EST
66,202133,693,0.0,1481.0,11,0.0,24.0,75,NOUVELLE-AQUITAINE
67,202133,909,0.0,2070.0,11,0.0,25.0,84,AUVERGNE-RHONE-ALPES
68,202133,712,112.0,1312.0,25,4.0,46.0,27,BOURGOGNE-FRANCHE-COMTE
69,202133,0,0.0,0.0,0,0.0,0.0,53,BRETAGNE
70,202133,232,0.0,495.0,9,0.0,19.0,24,CENTRE-VAL-DE-LOIRE
71,202133,0,0.0,0.0,0,0.0,0.0,94,CORSE
72,202133,1387,46.0,2728.0,11,0.0,22.0,11,ILE-DE-FRANCE
73,202133,1613,384.0,2842.0,27,7.0,47.0,76,OCCITANIE
74,202133,657,0.0,1668.0,11,0.0,28.0,32,HAUTS-DE-FRANCE
75,202133,0,0.0,0.0,0,0.0,0.0,28,NORMANDIE
76,202133,1394,0.0,2897.0,36,0.0,75.0,52,PAYS-DE-LA-LOIRE
77,202133,1272,0.0,2738.0,25,0.0,54.0,93,PROVENCE-ALPES-COTE-D-AZUR
78,202132,1232,0.0,2508.0,22,0.0,45.0,44,GRAND EST
79,202132,1375,173.0,2577.0,22,2.0,42.0,75,NOUVELLE-AQUITAINE
80,202132,2190,444.0,3936.0,27,6.0,48.0,84,AUVERGNE-RHONE-ALPES
81,202132,0,0.0,0.0,0,0.0,0.0,27,BOURGOGNE-FRANCHE-COMTE
82,202132,217,0.0,445.0,6,0.0,13.0,53,BRETAGNE
83,202132,0,0.0,0.0,0,0.0,0.0,24,CENTRE-VAL-DE-LOIRE
84,202132,0,0.0,0.0,0,0.0,0.0,94,CORSE
85,202132,4197,1596.0,6798.0,34,13.0,55.0,11,ILE-DE-FRANCE
86,202132,961,18.0,1904.0,16,0.0,32.0,76,OCCITANIE
87,202132,0,0.0,0.0,0,0.0,0.0,32,HAUTS-DE-FRANCE
88,202132,0,0.0,0.0,0,0.0,0.0,28,NORMANDIE
89,202132,0,0.0,0.0,0,0.0,0.0,52,PAYS-DE-LA-LOIRE
90,202132,3433,865.0,6001.0,67,17.0,117.0,93,PROVENCE-ALPES-COTE-D-AZUR
91,202131,3046,913.0,5179.0,54,16.0,92.0,44,GRAND EST
92,202131,848,0.0,1792.0,14,0.0,29.0,75,NOUVELLE-AQUITAINE
93,202131,2147,563.0,3731.0,26,7.0,45.0,84,AUVERGNE-RHONE-ALPES
94,202131,0,0.0,0.0,0,0.0,0.0,27,BOURGOGNE-FRANCHE-COMTE
95,202131,27,0.0,102.0,1,0.0,3.0,53,BRETAGNE
96,202131,0,0.0,0.0,0,0.0,0.0,24,CENTRE-VAL-DE-LOIRE
97,202131,0,0.0,0.0,0,0.0,0.0,94,CORSE
98,202131,2537,26.0,5048.0,21,1.0,41.0,11,ILE-DE-FRANCE
99,202131,2890,1064.0,4716.0,48,18.0,78.0,76,OCCITANIE
100,202131,544,0.0,1498.0,9,0.0,25.0,32,HAUTS-DE-FRANCE
101,202131,195,0.0,540.0,6,0.0,16.0,28,NORMANDIE
102,202131,752,0.0,1624.0,19,0.0,42.0,52,PAYS-DE-LA-LOIRE
103,202131,3846,512.0,7180.0,75,10.0,140.0,93,PROVENCE-ALPES-COTE-D-AZUR
104,202130,1126,0.0,2330.0,20,0.0,41.0,44,GRAND EST
105,202130,1193,141.0,2245.0,19,2.0,36.0,75,NOUVELLE-AQUITAINE
106,202130,1825,215.0,3435.0,22,2.0,42.0,84,AUVERGNE-RHONE-ALPES
107,202130,112,0.0,331.0,4,0.0,12.0,27,BOURGOGNE-FRANCHE-COMTE
108,202130,518,0.0,1483.0,15,0.0,43.0,53,BRETAGNE
109,202130,70,0.0,254.0,3,0.0,10.0,24,CENTRE-VAL-DE-LOIRE
110,202130,199,0.0,409.0,58,0.0,119.0,94,CORSE
111,202130,2154,87.0,4221.0,17,0.0,34.0,11,ILE-DE-FRANCE
112,202130,2419,833.0,4005.0,40,14.0,66.0,76,OCCITANIE
113,202130,1155,0.0,2642.0,19,0.0,43.0,32,HAUTS-DE-FRANCE
114,202130,193,0.0,520.0,6,0.0,16.0,28,NORMANDIE
115,202130,403,0.0,977.0,10,0.0,25.0,52,PAYS-DE-LA-LOIRE
116,202130,1786,0.0,4009.0,35,0.0,78.0,93,PROVENCE-ALPES-COTE-D-AZUR
117,202129,0,0.0,0.0,0,0.0,0.0,44,GRAND EST
118,202129,2908,1261.0,4555.0,48,21.0,75.0,75,NOUVELLE-AQUITAINE
119,202129,879,83.0,1675.0,11,1.0,21.0,84,AUVERGNE-RHONE-ALPES
120,202129,0,0.0,0.0,0,0.0,0.0,27,BOURGOGNE-FRANCHE-COMTE
121,202129,893,0.0,1865.0,26,0.0,54.0,53,BRETAGNE
122,202129,196,0.0,447.0,7,0.0,17.0,24,CENTRE-VAL-DE-LOIRE
123,202129,94,0.0,195.0,27,0.0,56.0,94,CORSE
124,202129,1152,16.0,2288.0,9,0.0,18.0,11,ILE-DE-FRANCE
125,202129,1769,512.0,3026.0,29,8.0,50.0,76,OCCITANIE
126,202129,2110,226.0,3994.0,35,4.0,66.0,32,HAUTS-DE-FRANCE
127,202129,111,0.0,329.0,3,0.0,9.0,28,NORMANDIE
128,202129,677,0.0,1535.0,17,0.0,39.0,52,PAYS-DE-LA-LOIRE
129,202129,1754,0.0,3666.0,34,0.0,71.0,93,PROVENCE-ALPES-COTE-D-AZUR
130,202128,428,0.0,1047.0,8,0.0,19.0,44,GRAND EST
131,202128,806,0.0,1756.0,13,0.0,29.0,75,NOUVELLE-AQUITAINE
132,202128,527,0.0,1082.0,6,0.0,13.0,84,AUVERGNE-RHONE-ALPES
133,202128,0,0.0,0.0,0,0.0,0.0,27,BOURGOGNE-FRANCHE-COMTE
134,202128,657,0.0,1491.0,19,0.0,43.0,53,BRETAGNE
135,202128,253,0.0,733.0,10,0.0,28.0,24,CENTRE-VAL-DE-LOIRE
136,202128,61,0.0,161.0,18,0.0,47.0,94,CORSE
137,202128,1635,62.0,3208.0,13,0.0,26.0,11,ILE-DE-FRANCE
138,202128,1423,63.0,2783.0,24,1.0,47.0,76,OCCITANIE
139,202128,694,0.0,2477.0,11,0.0,40.0,32,HAUTS-DE-FRANCE
140,202128,0,0.0,0.0,0,0.0,0.0,28,NORMANDIE
141,202128,452,0.0,1252.0,12,0.0,33.0,52,PAYS-DE-LA-LOIRE
142,202128,818,0.0,1900.0,16,0.0,37.0,93,PROVENCE-ALPES-COTE-D-AZUR
143,202127,1142,113.0,2171.0,20,2.0,38.0,44,GRAND EST
144,202127,802,0.0,1651.0,13,0.0,27.0,75,NOUVELLE-AQUITAINE
145,202127,890,0.0,2115.0,11,0.0,26.0,84,AUVERGNE-RHONE-ALPES
146,202127,0,0.0,0.0,0,0.0,0.0,27,BOURGOGNE-FRANCHE-COMTE
147,202127,650,0.0,1389.0,19,0.0,41.0,53,BRETAGNE
148,202127,0,0.0,0.0,0,0.0,0.0,24,CENTRE-VAL-DE-LOIRE
149,202127,0,0.0,0.0,0,0.0,0.0,94,CORSE
150,202127,947,0.0,2105.0,8,0.0,17.0,11,ILE-DE-FRANCE
151,202127,1333,291.0,2375.0,22,5.0,39.0,76,OCCITANIE
152,202127,86,0.0,428.0,1,0.0,7.0,32,HAUTS-DE-FRANCE
153,202127,405,0.0,1037.0,12,0.0,31.0,28,NORMANDIE
154,202127,2112,224.0,4000.0,55,6.0,104.0,52,PAYS-DE-LA-LOIRE
155,202127,1063,0.0,2226.0,21,0.0,44.0,93,PROVENCE-ALPES-COTE-D-AZUR
156,202126,294,0.0,776.0,5,0.0,14.0,44,GRAND EST
157,202126,328,0.0,839.0,5,0.0,13.0,75,NOUVELLE-AQUITAINE
158,202126,918,0.0,1838.0,11,0.0,22.0,84,AUVERGNE-RHONE-ALPES
159,202126,0,0.0,0.0,0,0.0,0.0,27,BOURGOGNE-FRANCHE-COMTE
160,202126,817,79.0,1555.0,24,2.0,46.0,53,BRETAGNE
161,202126,135,0.0,347.0,5,0.0,13.0,24,CENTRE-VAL-DE-LOIRE
162,202126,35,0.0,102.0,10,0.0,30.0,94,CORSE
163,202126,893,0.0,2219.0,7,0.0,18.0,11,ILE-DE-FRANCE
164,202126,1010,124.0,1896.0,17,2.0,32.0,76,OCCITANIE
165,202126,0,0.0,0.0,0,0.0,0.0,32,HAUTS-DE-FRANCE
166,202126,165,0.0,658.0,5,0.0,19.0,28,NORMANDIE
167,202126,1172,39.0,2305.0,30,1.0,59.0,52,PAYS-DE-LA-LOIRE
168,202126,746,0.0,1533.0,15,0.0,30.0,93,PROVENCE-ALPES-COTE-D-AZUR
169,202125,269,0.0,697.0,5,0.0,13.0,44,GRAND EST
170,202125,620,0.0,1325.0,10,0.0,22.0,75,NOUVELLE-AQUITAINE
171,202125,942,144.0,1740.0,12,2.0,22.0,84,AUVERGNE-RHONE-ALPES
172,202125,0,0.0,0.0,0,0.0,0.0,27,BOURGOGNE-FRANCHE-COMTE
173,202125,893,151.0,1635.0,26,4.0,48.0,53,BRETAGNE
174,202125,275,0.0,612.0,10,0.0,23.0,24,CENTRE-VAL-DE-LOIRE
175,202125,35,0.0,98.0,10,0.0,28.0,94,CORSE
176,202125,1378,0.0,2783.0,11,0.0,22.0,11,ILE-DE-FRANCE
177,202125,1610,479.0,2741.0,27,8.0,46.0,76,OCCITANIE
178,202125,0,0.0,0.0,0,0.0,0.0,32,HAUTS-DE-FRANCE
179,202125,0,0.0,0.0,0,0.0,0.0,28,NORMANDIE
180,202125,849,0.0,1786.0,22,0.0,46.0,52,PAYS-DE-LA-LOIRE
181,202125,1216,48.0,2384.0,24,1.0,47.0,93,PROVENCE-ALPES-COTE-D-AZUR
182,202124,653,0.0,1545.0,12,0.0,28.0,44,GRAND EST
183,202124,280,0.0,735.0,5,0.0,12.0,75,NOUVELLE-AQUITAINE
184,202124,794,64.0,1524.0,10,1.0,19.0,84,AUVERGNE-RHONE-ALPES
185,202124,245,0.0,739.0,9,0.0,26.0,27,BOURGOGNE-FRANCHE-COMTE
186,202124,317,0.0,720.0,9,0.0,21.0,53,BRETAGNE
187,202124,36,0.0,153.0,1,0.0,5.0,24,CENTRE-VAL-DE-LOIRE
188,202124,10,0.0,43.0,3,0.0,13.0,94,CORSE
189,202124,1217,0.0,2722.0,10,0.0,22.0,11,ILE-DE-FRANCE
190,202124,925,128.0,1722.0,15,2.0,28.0,76,OCCITANIE
191,202124,0,0.0,0.0,0,0.0,0.0,32,HAUTS-DE-FRANCE
192,202124,0,0.0,0.0,0,0.0,0.0,28,NORMANDIE
193,202124,692,0.0,1454.0,18,0.0,38.0,52,PAYS-DE-LA-LOIRE
194,202124,0,0.0,0.0,0,0.0,0.0,93,PROVENCE-ALPES-COTE-D-AZUR
195,202123,1165,0.0,2408.0,21,0.0,43.0,44,GRAND EST
196,202123,515,0.0,1094.0,8,0.0,17.0,75,NOUVELLE-AQUITAINE
197,202123,697,67.0,1327.0,9,1.0,17.0,84,AUVERGNE-RHONE-ALPES
198,202123,535,0.0,1247.0,19,0.0,44.0,27,BOURGOGNE-FRANCHE-COMTE
199,202123,261,0.0,626.0,8,0.0,19.0,53,BRETAGNE
200,202123,150,0.0,365.0,6,0.0,14.0,24,CENTRE-VAL-DE-LOIRE
201,202123,26,0.0,76.0,8,0.0,22.0,94,CORSE
202,202123,1775,0.0,3715.0,14,0.0,30.0,11,ILE-DE-FRANCE
203,202123,942,76.0,1808.0,16,2.0,30.0,76,OCCITANIE
204,202123,1331,0.0,2716.0,22,0.0,45.0,32,HAUTS-DE-FRANCE
205,202123,0,0.0,0.0,0,0.0,0.0,28,NORMANDIE
206,202123,0,0.0,0.0,0,0.0,0.0,52,PAYS-DE-LA-LOIRE
207,202123,0,0.0,0.0,0,0.0,0.0,93,PROVENCE-ALPES-COTE-D-AZUR
208,202122,1224,0.0,2460.0,22,0.0,44.0,44,GRAND EST
209,202122,700,0.0,1438.0,11,0.0,23.0,75,NOUVELLE-AQUITAINE
210,202122,1355,488.0,2222.0,17,6.0,28.0,84,AUVERGNE-RHONE-ALPES
211,202122,0,0.0,0.0,0,0.0,0.0,27,BOURGOGNE-FRANCHE-COMTE
212,202122,296,0.0,717.0,9,0.0,21.0,53,BRETAGNE
213,202122,355,0.0,749.0,13,0.0,28.0,24,CENTRE-VAL-DE-LOIRE
214,202122,0,0.0,0.0,0,0.0,0.0,94,CORSE
215,202122,2750,195.0,5305.0,22,1.0,43.0,11,ILE-DE-FRANCE
216,202122,1226,253.0,2199.0,20,4.0,36.0,76,OCCITANIE
217,202122,476,0.0,1172.0,8,0.0,19.0,32,HAUTS-DE-FRANCE
218,202122,0,0.0,0.0,0,0.0,0.0,28,NORMANDIE
219,202122,685,0.0,1466.0,18,0.0,38.0,52,PAYS-DE-LA-LOIRE
220,202122,0,0.0,0.0,0,0.0,0.0,93,PROVENCE-ALPES-COTE-D-AZUR
221,202121,2156,479.0,3833.0,38,8.0,68.0,44,GRAND EST
222,202121,556,0.0,1201.0,9,0.0,20.0,75,NOUVELLE-AQUITAINE
223,202121,1083,290.0,1876.0,13,3.0,23.0,84,AUVERGNE-RHONE-ALPES
224,202121,0,0.0,0.0,0,0.0,0.0,27,BOURGOGNE-FRANCHE-COMTE
225,202121,754,62.0,1446.0,22,2.0,42.0,53,BRETAGNE
226,202121,139,0.0,390.0,5,0.0,15.0,24,CENTRE-VAL-DE-LOIRE
227,202121,0,0.0,0.0,0,0.0,0.0,94,CORSE
228,202121,892,0.0,2265.0,7,0.0,18.0,11,ILE-DE-FRANCE
229,202121,1376,228.0,2524.0,23,4.0,42.0,76,OCCITANIE
230,202121,698,0.0,1541.0,11,0.0,25.0,32,HAUTS-DE-FRANCE
231,202121,0,0.0,0.0,0,0.0,0.0,28,NORMANDIE
232,202121,726,0.0,1556.0,19,0.0,40.0,52,PAYS-DE-LA-LOIRE
233,202121,89,0.0,324.0,2,0.0,7.0,93,PROVENCE-ALPES-COTE-D-AZUR
234,202120,1832,322.0,3342.0,32,5.0,59.0,44,GRAND EST
235,202120,611,0.0,1236.0,10,0.0,20.0,75,NOUVELLE-AQUITAINE
236,202120,1429,596.0,2262.0,17,7.0,27.0,84,AUVERGNE-RHONE-ALPES
237,202120,1119,252.0,1986.0,39,9.0,69.0,27,BOURGOGNE-FRANCHE-COMTE
238,202120,517,0.0,1050.0,15,0.0,31.0,53,BRETAGNE
239,202120,201,0.0,446.0,8,0.0,17.0,24,CENTRE-VAL-DE-LOIRE
240,202120,38,0.0,137.0,11,0.0,40.0,94,CORSE
241,202120,528,0.0,1155.0,4,0.0,9.0,11,ILE-DE-FRANCE
242,202120,2070,588.0,3552.0,34,9.0,59.0,76,OCCITANIE
243,202120,660,0.0,1376.0,11,0.0,23.0,32,HAUTS-DE-FRANCE
244,202120,45,0.0,171.0,1,0.0,5.0,28,NORMANDIE
245,202120,629,0.0,1396.0,16,0.0,36.0,52,PAYS-DE-LA-LOIRE
246,202120,475,0.0,1153.0,9,0.0,22.0,93,PROVENCE-ALPES-COTE-D-AZUR
247,202119,1269,95.0,2443.0,22,1.0,43.0,44,GRAND EST
248,202119,552,0.0,1172.0,9,0.0,19.0,75,NOUVELLE-AQUITAINE
249,202119,673,56.0,1290.0,8,0.0,16.0,84,AUVERGNE-RHONE-ALPES
250,202119,705,22.0,1388.0,24,0.0,48.0,27,BOURGOGNE-FRANCHE-COMTE
251,202119,736,83.0,1389.0,21,2.0,40.0,53,BRETAGNE
252,202119,494,85.0,903.0,19,3.0,35.0,24,CENTRE-VAL-DE-LOIRE
253,202119,24,0.0,82.0,7,0.0,24.0,94,CORSE
254,202119,665,0.0,1383.0,5,0.0,11.0,11,ILE-DE-FRANCE
255,202119,1532,334.0,2730.0,25,5.0,45.0,76,OCCITANIE
256,202119,901,73.0,1729.0,15,1.0,29.0,32,HAUTS-DE-FRANCE
257,202119,109,0.0,343.0,3,0.0,10.0,28,NORMANDIE
258,202119,651,0.0,1326.0,17,0.0,34.0,52,PAYS-DE-LA-LOIRE
259,202119,544,0.0,1251.0,11,0.0,25.0,93,PROVENCE-ALPES-COTE-D-AZUR
260,202118,3685,1360.0,6010.0,65,24.0,106.0,44,GRAND EST
261,202118,281,0.0,730.0,5,0.0,12.0,75,NOUVELLE-AQUITAINE
262,202118,1927,602.0,3252.0,24,8.0,40.0,84,AUVERGNE-RHONE-ALPES
263,202118,403,0.0,970.0,14,0.0,34.0,27,BOURGOGNE-FRANCHE-COMTE
264,202118,699,0.0,1534.0,20,0.0,44.0,53,BRETAGNE
265,202118,663,106.0,1220.0,25,4.0,46.0,24,CENTRE-VAL-DE-LOIRE
266,202118,3,0.0,20.0,1,0.0,6.0,94,CORSE
267,202118,1623,451.0,2795.0,13,3.0,23.0,11,ILE-DE-FRANCE
268,202118,839,16.0,1662.0,14,0.0,28.0,76,OCCITANIE
269,202118,948,112.0,1784.0,16,2.0,30.0,32,HAUTS-DE-FRANCE
270,202118,71,0.0,241.0,2,0.0,7.0,28,NORMANDIE
271,202118,525,0.0,1153.0,14,0.0,30.0,52,PAYS-DE-LA-LOIRE
272,202118,1723,159.0,3287.0,34,4.0,64.0,93,PROVENCE-ALPES-COTE-D-AZUR
273,202117,2924,805.0,5043.0,52,15.0,89.0,44,GRAND EST
274,202117,595,0.0,1221.0,10,0.0,20.0,75,NOUVELLE-AQUITAINE
275,202117,1270,331.0,2209.0,16,5.0,27.0,84,AUVERGNE-RHONE-ALPES
276,202117,435,0.0,1102.0,15,0.0,38.0,27,BOURGOGNE-FRANCHE-COMTE
277,202117,1019,0.0,2454.0,30,0.0,72.0,53,BRETAGNE
278,202117,0,0.0,0.0,0,0.0,0.0,24,CENTRE-VAL-DE-LOIRE
279,202117,24,0.0,73.0,7,0.0,21.0,94,CORSE
280,202117,2024,689.0,3359.0,16,5.0,27.0,11,ILE-DE-FRANCE
281,202117,1573,373.0,2773.0,26,6.0,46.0,76,OCCITANIE
282,202117,1584,114.0,3054.0,26,2.0,50.0,32,HAUTS-DE-FRANCE
283,202117,117,0.0,340.0,3,0.0,10.0,28,NORMANDIE
284,202117,348,0.0,828.0,9,0.0,21.0,52,PAYS-DE-LA-LOIRE
285,202117,822,0.0,1652.0,16,0.0,32.0,93,PROVENCE-ALPES-COTE-D-AZUR
286,202116,2120,723.0,3517.0,37,12.0,62.0,44,GRAND EST
287,202116,1539,459.0,2619.0,25,7.0,43.0,75,NOUVELLE-AQUITAINE
288,202116,1581,562.0,2600.0,19,7.0,31.0,84,AUVERGNE-RHONE-ALPES
289,202116,569,0.0,1482.0,20,0.0,52.0,27,BOURGOGNE-FRANCHE-COMTE
290,202116,1945,703.0,3187.0,57,21.0,93.0,53,BRETAGNE
291,202116,145,0.0,398.0,6,0.0,16.0,24,CENTRE-VAL-DE-LOIRE
292,202116,45,0.0,109.0,13,0.0,32.0,94,CORSE
293,202116,3261,1381.0,5141.0,26,11.0,41.0,11,ILE-DE-FRANCE
294,202116,1739,196.0,3282.0,29,3.0,55.0,76,OCCITANIE
295,202116,1765,0.0,3685.0,29,0.0,61.0,32,HAUTS-DE-FRANCE
296,202116,198,0.0,507.0,6,0.0,15.0,28,NORMANDIE
297,202116,576,0.0,1186.0,15,0.0,31.0,52,PAYS-DE-LA-LOIRE
298,202116,895,0.0,1918.0,17,0.0,37.0,93,PROVENCE-ALPES-COTE-D-AZUR
299,202115,3130,1411.0,4849.0,55,25.0,85.0,44,GRAND EST
300,202115,1719,405.0,3033.0,28,7.0,49.0,75,NOUVELLE-AQUITAINE
301,202115,1517,392.0,2642.0,19,5.0,33.0,84,AUVERGNE-RHONE-ALPES
302,202115,899,0.0,1988.0,31,0.0,69.0,27,BOURGOGNE-FRANCHE-COMTE
303,202115,1214,77.0,2351.0,35,2.0,68.0,53,BRETAGNE
304,202115,288,0.0,611.0,11,0.0,23.0,24,CENTRE-VAL-DE-LOIRE
305,202115,0,0.0,0.0,0,0.0,0.0,94,CORSE
306,202115,5901,3353.0,8449.0,48,27.0,69.0,11,ILE-DE-FRANCE
307,202115,3034,1100.0,4968.0,50,18.0,82.0,76,OCCITANIE
308,202115,1305,146.0,2464.0,21,2.0,40.0,32,HAUTS-DE-FRANCE
309,202115,113,0.0,318.0,3,0.0,9.0,28,NORMANDIE
310,202115,1807,194.0,3420.0,47,5.0,89.0,52,PAYS-DE-LA-LOIRE
311,202115,674,0.0,1662.0,13,0.0,32.0,93,PROVENCE-ALPES-COTE-D-AZUR
312,202114,2412,1073.0,3751.0,43,19.0,67.0,44,GRAND EST
313,202114,712,0.0,1721.0,12,0.0,28.0,75,NOUVELLE-AQUITAINE
314,202114,3569,1999.0,5139.0,44,25.0,63.0,84,AUVERGNE-RHONE-ALPES
315,202114,879,0.0,1816.0,31,0.0,64.0,27,BOURGOGNE-FRANCHE-COMTE
316,202114,330,0.0,867.0,10,0.0,26.0,53,BRETAGNE
317,202114,816,257.0,1375.0,31,10.0,52.0,24,CENTRE-VAL-DE-LOIRE
318,202114,123,0.0,295.0,36,0.0,86.0,94,CORSE
319,202114,6926,3997.0,9855.0,56,32.0,80.0,11,ILE-DE-FRANCE
320,202114,1858,409.0,3307.0,31,7.0,55.0,76,OCCITANIE
321,202114,2152,502.0,3802.0,35,8.0,62.0,32,HAUTS-DE-FRANCE
322,202114,182,0.0,434.0,5,0.0,12.0,28,NORMANDIE
323,202114,1846,139.0,3553.0,48,4.0,92.0,52,PAYS-DE-LA-LOIRE
324,202114,1453,0.0,3234.0,28,0.0,63.0,93,PROVENCE-ALPES-COTE-D-AZUR
325,202113,4340,2468.0,6212.0,77,44.0,110.0,44,GRAND EST
326,202113,1945,749.0,3141.0,32,12.0,52.0,75,NOUVELLE-AQUITAINE
327,202113,2021,738.0,3304.0,25,9.0,41.0,84,AUVERGNE-RHONE-ALPES
328,202113,2091,356.0,3826.0,73,13.0,133.0,27,BOURGOGNE-FRANCHE-COMTE
329,202113,1517,419.0,2615.0,44,12.0,76.0,53,BRETAGNE
330,202113,1769,921.0,2617.0,67,35.0,99.0,24,CENTRE-VAL-DE-LOIRE
331,202113,51,0.0,126.0,15,0.0,37.0,94,CORSE
332,202113,7110,4157.0,10063.0,58,34.0,82.0,11,ILE-DE-FRANCE
333,202113,827,0.0,1720.0,14,0.0,29.0,76,OCCITANIE
