,week,inc,inc_low,inc_up,inc100,inc100_low,inc100_up
1887,198530,11598,5507.0,17689.0,21,10.0,32.0
1888,198529,13054,6474.0,19634.0,24,12.0,36.0
1889,198528,14588,7659.0,21517.0,26,13.0,39.0
1890,198527,19670,11761.0,27579.0,36,22.0,50.0
1891,198526,18609,12637.0,24581.0,34,23.0,45.0
1892,198525,19362,12454.0,26270.0,35,22.0,48.0
1893,198524,19855,13577.0,26133.0,36,25.0,47.0
1894,198523,19373,10010.0,28736.0,35,18.0,52.0
1895,198522,24099,17190.0,31008.0,44,31.0,57.0
1896,198521,26096,19621.0,32571.0,47,35.0,59.0
1897,198520,27896,20885.0,34907.0,51,38.0,64.0
1898,198519,43154,32821.0,53487.0,78,59.0,97.0
1899,198518,40555,29935.0,51175.0,74,55.0,93.0
1900,198517,34053,24366.0,43740.0,62,44.0,80.0
1901,198516,50362,36451.0,64273.0,91,66.0,116.0
1902,198515,63881,45538.0,82224.0,116,83.0,149.0
1903,198514,134545,114400.0,154690.0,244,207.0,281.0
1904,198513,197206,176080.0,218332.0,357,319.0,395.0
1905,198512,245240,223304.0,267176.0,445,405.0,485.0
1906,198511,276205,252399.0,300011.0,501,458.0,544.0
1907,198510,353231,326279.0,380183.0,640,591.0,689.0
1908,198509,369895,341109.0,398681.0,670,618.0,722.0
1909,198508,389886,359529.0,420243.0,707,652.0,762.0
1910,198507,471852,432599.0,511105.0,855,784.0,926.0
1911,198506,565825,518011.0,613639.0,1026,939.0,1113.0
1912,198505,637302,592795.0,681809.0,1155,1074.0,1236.0
1913,198504,424937,390794.0,459080.0,770,708.0,832.0
1914,198503,213901,174689.0,253113.0,388,317.0,459.0
1915,198502,97586,80949.0,114223.0,177,147.0,207.0
1916,198501,85489,65918.0,105060.0,155,120.0,190.0
1917,198452,84830,60602.0,109058.0,154,110.0,198.0
1918,198451,101726,80242.0,123210.0,185,146.0,224.0
1919,198450,123680,101401.0,145959.0,225,184.0,266.0
1920,198449,101073,81684.0,120462.0,184,149.0,219.0
1921,198448,78620,60634.0,96606.0,143,110.0,176.0
1922,198447,72029,54274.0,89784.0,131,99.0,163.0
1923,198446,87330,67686.0,106974.0,159,123.0,195.0
1924,198445,135223,101414.0,169032.0,246,184.0,308.0
1925,198444,68422,20056.0,116788.0,125,37.0,213.0
